"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,16842,dollars,15028,18656,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,16280,dollars,14636,17924,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,15699,dollars,13466,17932,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,15047,dollars,13191,16903,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,13410,dollars,11955,14865,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,12968,dollars,11644,14292,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,12660,dollars,11374,13946,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,12683,dollars,11694,13672,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77029,12378,dollars,11293,13463,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,69659,dollars,62937,76381,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,66871,dollars,60126,73616,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,63823,dollars,57758,69888,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,62010,dollars,55685,68335,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,61458,dollars,54620,68296,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,58063,dollars,52578,63548,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,56476,dollars,50958,61994,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,58761,dollars,53081,64441,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77030,57453,dollars,51782,63124,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77031,23738,dollars,21928,25548,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77031,23044,dollars,21303,24785,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77031,20807,dollars,18910,22704,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
