"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,19183,dollars,18044,20322,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,19317,dollars,18029,20605,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,18801,dollars,17373,20229,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,18046,dollars,16919,19173,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,17851,dollars,16830,18872,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,17860,dollars,16769,18951,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,17786,dollars,16897,18675,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77034,17351,dollars,16305,18397,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,28219,dollars,26254,30184,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,27135,dollars,25321,28949,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,26230,dollars,24715,27745,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,24703,dollars,23178,26228,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,23155,dollars,21672,24638,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,22450,dollars,21202,23698,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,21583,dollars,20367,22799,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,21502,dollars,20246,22758,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77035,21160,dollars,19961,22359,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,16930,dollars,16042,17818,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,16445,dollars,15745,17145,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,15753,dollars,14954,16552,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,14390,dollars,13761,15019,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,14688,dollars,13831,15545,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,14658,dollars,13786,15530,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,14715,dollars,13831,15599,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,14566,dollars,13929,15203,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77036,15411,dollars,14458,16364,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,14666,dollars,13199,16133,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,14199,dollars,12941,15457,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,13951,dollars,12968,14934,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,13375,dollars,12117,14633,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,13002,dollars,12003,14001,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,12161,dollars,11131,13191,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,12244,dollars,11274,13214,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,12049,dollars,11108,12990,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77037,12597,dollars,11440,13754,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,16686,dollars,15607,17765,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,15994,dollars,14998,16990,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,15165,dollars,14224,16106,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,14680,dollars,13806,15554,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,13756,dollars,13056,14456,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,13767,dollars,12836,14698,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,13373,dollars,12551,14195,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,13436,dollars,12577,14295,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77038,13317,dollars,12437,14197,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,13601,dollars,12807,14395,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,13483,dollars,12559,14407,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,12766,dollars,12099,13433,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,12232,dollars,11556,12908,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,12141,dollars,11351,12931,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,12272,dollars,11496,13048,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,12255,dollars,11461,13049,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,12789,dollars,11973,13605,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77039,13277,dollars,12368,14186,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,31115,dollars,29083,33147,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,30676,dollars,28595,32757,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,30293,dollars,28379,32207,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,29056,dollars,27392,30720,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,28575,dollars,26429,30721,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,27576,dollars,25953,29199,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,26899,dollars,25540,28258,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,26100,dollars,24687,27513,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77040,28120,dollars,25190,31050,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,43510,dollars,40201,46819,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,38328,dollars,35932,40724,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,37841,dollars,35517,40165,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,35553,dollars,33317,37789,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,34091,dollars,31835,36347,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,31989,dollars,30233,33745,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,32042,dollars,30175,33909,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,31107,dollars,29155,33059,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77041,31497,dollars,29564,33430,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,35395,dollars,33054,37736,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,34502,dollars,32027,36977,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,33962,dollars,31750,36174,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,33967,dollars,32018,35916,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,33552,dollars,31068,36036,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,35403,dollars,32478,38328,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,35600,dollars,32947,38253,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,36274,dollars,33258,39290,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77042,36650,dollars,33843,39457,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,34571,dollars,32151,36991,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,32896,dollars,30709,35083,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,30825,dollars,28829,32821,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,28453,dollars,26251,30655,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,28118,dollars,25881,30355,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,27416,dollars,24844,29988,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,27912,dollars,25744,30080,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,25362,dollars,22900,27824,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77043,26766,dollars,24602,28930,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,31642,dollars,30104,33180,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,31227,dollars,29263,33191,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,29547,dollars,27723,31371,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,29405,dollars,26558,32252,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,28465,dollars,25746,31184,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,27424,dollars,24899,29949,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,26806,dollars,23985,29627,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,25906,dollars,23498,28314,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77044,24552,dollars,23068,26036,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,19528,dollars,18384,20672,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,18336,dollars,17259,19413,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,18438,dollars,17105,19771,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,17644,dollars,16258,19030,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,15810,dollars,14589,17031,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,15484,dollars,14436,16532,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,15155,dollars,14009,16301,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,15060,dollars,14040,16080,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77045,15143,dollars,14044,16242,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,101157,dollars,66908,135406,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,81801,dollars,60163,103439,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,104296,dollars,58520,150072,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,99780,dollars,62724,136836,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,108372,dollars,70087,146657,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,107118,dollars,65180,149056,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,91273,dollars,61526,121020,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,84260,dollars,69016,99504,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77046,91748,dollars,72931,110565,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,26991,dollars,25180,28802,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,25993,dollars,24020,27966,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,23575,dollars,21578,25572,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,23061,dollars,21289,24833,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,22035,dollars,20445,23625,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,22389,dollars,20939,23839,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,23504,dollars,20138,26870,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,23697,dollars,20507,26887,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77047,23183,dollars,20514,25852,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,20493,dollars,18185,22801,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,19720,dollars,17707,21733,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,18418,dollars,16766,20070,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,17041,dollars,15381,18701,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,16776,dollars,15302,18250,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,17434,dollars,15746,19122,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,17596,dollars,15113,20079,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,17466,dollars,15551,19381,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77048,16905,dollars,14540,19270,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,23574,dollars,22147,25001,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,23018,dollars,21490,24546,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,22103,dollars,20665,23541,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,20487,dollars,19000,21974,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,19783,dollars,18509,21057,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,19159,dollars,17923,20395,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,18088,dollars,16674,19502,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,18480,dollars,17213,19747,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77049,18609,dollars,17222,19996,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,18610,dollars,16005,21215,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,20413,dollars,17679,23147,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,22953,dollars,18081,27825,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,21793,dollars,17279,26307,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,22380,dollars,16115,28645,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,20450,dollars,14624,26276,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,20005,dollars,15658,24352,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,16236,dollars,14425,18047,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77050,15100,dollars,13045,17155,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,16847,dollars,14880,18814,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,16954,dollars,15208,18700,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,15190,dollars,13604,16776,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,14711,dollars,13151,16271,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,13293,dollars,12119,14467,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,12418,dollars,11232,13604,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,13218,dollars,11544,14892,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,13490,dollars,11882,15098,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77051,13283,dollars,11597,14969,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,34422,dollars,31595,37249,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,33618,dollars,31482,35754,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,33017,dollars,30818,35216,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,32411,dollars,30153,34669,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,32620,dollars,30282,34958,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,30372,dollars,27654,33090,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,28708,dollars,26464,30952,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,28940,dollars,26551,31329,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77054,27608,dollars,25516,29700,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77055,39961,dollars,38013,41909,,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77055,37239,dollars,34902,39576,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77055,34256,dollars,32151,36361,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77055,32177,dollars,30387,33967,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Per Capita Income","This indicator shows the per capita income.","Zip Code",77055,31021,dollars,29216,32826,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
