"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77033,26.6,percent,23.1,30.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,15.9,percent,12.0,19.8,1475,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,18.8,percent,15.3,22.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,18.3,percent,15.2,21.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,18.3,percent,14.7,21.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,17.7,percent,15.0,20.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,19.3,percent,16.1,22.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,18.5,percent,15.5,21.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,20.2,percent,17.1,23.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77034,19.5,percent,15.8,23.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,19.4,percent,15.8,23.0,1657,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,21.5,percent,17.5,25.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,21.9,percent,18.9,24.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,24.1,percent,20.5,27.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,25.8,percent,22.9,28.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,26.0,percent,23.1,28.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,24.1,percent,20.6,27.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,22.3,percent,18.9,25.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77035,21.4,percent,18.1,24.7,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,30.4,percent,27.6,33.2,4894,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,32.0,percent,29.6,34.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,32.5,percent,29.8,35.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,34.6,percent,32.2,37.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,35.5,percent,33.0,38.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,33.7,percent,31.1,36.3,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,32.7,percent,29.8,35.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,32.9,percent,29.6,36.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77036,30.9,percent,27.6,34.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,29.4,percent,22.3,36.5,1208,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,27.4,percent,21.6,33.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,24.7,percent,18.8,30.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,27.7,percent,21.6,33.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,27.7,percent,22.3,33.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,31.0,percent,24.8,37.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,32.5,percent,26.8,38.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,33.7,percent,28.3,39.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77037,28.0,percent,22.8,33.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,23.9,percent,20.7,27.1,1769,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,22.1,percent,18.7,25.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,23.6,percent,19.9,27.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,23.7,percent,20.2,27.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,24.8,percent,20.8,28.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,27.9,percent,24.0,31.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,28.4,percent,24.1,32.7,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,27.3,percent,22.9,31.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77038,24.5,percent,19.6,29.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,29.8,percent,26.1,33.5,1812,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,30.9,percent,27.4,34.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,30.8,percent,27.0,34.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,33.0,percent,29.1,36.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,32.7,percent,28.5,36.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,30.9,percent,27.1,34.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,28.5,percent,25.1,31.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,28.1,percent,24.0,32.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77039,23.0,percent,19.6,26.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,12.1,percent,9.8,14.4,1389,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,13.6,percent,11.1,16.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,11.9,percent,8.9,14.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,12.3,percent,10.2,14.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,12.7,percent,9.9,15.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,12.3,percent,9.7,14.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,10.3,percent,7.7,12.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,11.1,percent,8.9,13.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77040,10.5,percent,8.0,13.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,5.5,percent,3.3,7.7,496,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,6.7,percent,4.8,8.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,7.4,percent,5.2,9.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,7.2,percent,5.2,9.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,7.8,percent,5.6,10.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,9.0,percent,6.8,11.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,9.1,percent,7.0,11.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,9.1,percent,6.9,11.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77041,8.4,percent,6.2,10.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,16.2,percent,12.0,20.4,1589,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,17.3,percent,13.9,20.7,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,19.3,percent,15.8,22.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,18.8,percent,15.3,22.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,18.5,percent,14.6,22.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,16.6,percent,12.2,21.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,15.2,percent,11.8,18.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,10.6,percent,7.6,13.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77042,8.9,percent,5.2,12.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,9.7,percent,6.8,12.6,605,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,11.9,percent,8.8,15.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,13.1,percent,9.6,16.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,13.7,percent,10.0,17.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,15.9,percent,11.7,20.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,18.4,percent,14.4,22.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,15.7,percent,12.6,18.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,17.5,percent,13.8,21.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77043,15.2,percent,11.3,19.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,9.3,percent,7.0,11.6,1137,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,10.6,percent,8.1,13.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,9.9,percent,7.1,12.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,10.8,percent,7.8,13.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,10.7,percent,7.7,13.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,11.0,percent,7.9,14.1,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,12.6,percent,9.6,15.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,13.1,percent,10.4,15.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77044,12.1,percent,9.0,15.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,13.7,percent,10.5,16.9,1102,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,15.3,percent,12.2,18.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,17.7,percent,14.0,21.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,19.1,percent,14.6,23.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,22.6,percent,18.7,26.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,23.1,percent,19.4,26.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,23.4,percent,19.9,26.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,21.9,percent,18.1,25.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77045,21.1,percent,17.2,25.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,0.0,percent,-17.0,17.0,0,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,0.0,percent,-17.8,17.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,0.0,percent,-17.7,17.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,0.0,percent,-17.0,17.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,0.0,percent,-16.9,16.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,9.8,percent,-5.9,25.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,5.7,percent,-3.3,14.7,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,7.1,percent,-5.2,19.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77046,8.9,percent,-5.5,23.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,9.4,percent,6.0,12.8,692,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,13.7,percent,10.2,17.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,18.4,percent,15.1,21.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,17.2,percent,12.5,21.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,16.4,percent,12.3,20.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,13.6,percent,9.0,18.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,11.6,percent,8.6,14.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,11.5,percent,7.4,15.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77047,10.6,percent,7.2,14.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,22.7,percent,17.2,28.2,1017,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,20.9,percent,15.5,26.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,19.0,percent,13.6,24.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,17.2,percent,12.2,22.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,19.9,percent,14.6,25.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,17.4,percent,12.8,22.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,21.3,percent,15.6,27.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,23.0,percent,17.1,28.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77048,27.1,percent,22.8,31.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,11.8,percent,8.4,15.2,1007,,,,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,11.6,percent,8.8,14.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,12.0,percent,9.2,14.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,13.4,percent,10.5,16.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,12.5,percent,9.2,15.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,12.9,percent,9.3,16.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"Families Living Below Poverty Level","This indicator shows the percentage of families living below the federal poverty level.","Zip Code",77049,14.6,percent,10.8,18.4,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
